trans_id,block_num,trans_time,代币名称,本币交易,from_address,to_address,amount
8436c0328087e94910234215d4d0590c2237623060a5f0a6e1bec4e957baf5da,29460327,2021-04-19 16:58:48+08,,t,TT4kYRAgKMMoBk2hcCtPJmkU7kB69WAAk8,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
059159c8611b59afd6a36642a54cc354dfe5a199621fd8018e2cd3e70d4596f5,26198725,2020-12-26 10:58:07+08,TofuDefi10,f,TKGMZNaD4fmaCWwJUn4M7jMV384XQA3PJF,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000888
ffef0637b35874bcc49d8165b5040f6d3b3e82ba5b3eae08405cfe51e4871198,26898709,2021-01-20 00:59:51+08,UnicSwap,f,TWnvCUWX1MieK4zUkiBC1rUPsjQMkXT1d8,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,426
4072155a7873780cacdccac1f1601c385955de87fe5b1cb570358818ed755387,28692529,1970-01-01 08:00:02+08,Genomics,f,TGWYhXuTSMTJYNLZx7LHghS7g7h1eBKaEx,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
f5cdebe036ca9e3513af01b62598c8cc85d350658b372080867e2247663f39d1,28494583,1970-01-01 08:00:02+08,,t,TKgUyhesXhz69LYTEhyNAN4gQ9M8RtCwdF,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
2916f408f3d6995675def67d8e671e9e361a53aa58d6c596153c90410de26fb9,28519290,1970-01-01 08:00:02+08,Genomics,f,TKR6831y87cMty6XDJV6P27u4PNLfXTA6f,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
b6dc58c3a44b27ec5a450628b99ad131c3d09fbde1ad41af62646cf2ab68bd9d,26741108,2021-01-14 13:26:20+08,,t,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,TFoWgKBmnuEGb8PNvXRor1M8cxDACr8q16,300
db39de1974ea2272faf520528f5ea1b39a261b78a474e293d3ea0048c8965126,28686401,2021-03-23 06:23:31+08,,t,TD38y5pdUsrgdH6trqwP1ndNJJ91hRVzdx,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
7225e7359415fa83bca6cfa03daafbf0e6f1300b09255e0b1662cd0d7183dd79,28260303,2021-03-08 10:54:52+08,GRAM,f,TDDLCwSgQkTyUNDS8hVinKbazVuTNsaTnN,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
656a72d658ea5d8c4487b7c6e9300fea63d751daac321b16e71ad4170f5fef2c,28260304,2021-03-08 10:54:52+08,PeerCash,f,TLcgPR7aJV9KvkESvRJN8DhbW4eiRmF4mL,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
c141dcbc3fd97ba11cb8d7ccc5fefbdb776956b789c609248c6b950595aa4368,27729294,2021-02-17 22:50:14+08,AirdropSCANtokens,f,TRo1RRpR5BgG3aHWfJQ6iTJRS1U9NudkVC,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,500000
4cfbe0d3898a746b5cb0e93a7a4fb25c914a289c7048c73edb5f90938140568a,28467633,2021-03-15 15:51:11+08,,t,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,TFoWgKBmnuEGb8PNvXRor1M8cxDACr8q16,60
cc08d05efeffcd2c5d767685f4d76b8a6e99b442d7c6322eb60a0f1a3aaf273c,26937291,2021-01-21 09:16:07+08,Avocado,f,TNXGbSxkwZVQwE2BzWDZc7CQ4XZ9bAeyCs,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.224444
4163ffe65d2aefd94b69a28f6cc577f3fad7694164e5b22aef458cc7ef67ee43,29278288,2021-04-13 05:45:46+08,,t,THL7UeXrZgqEhHp2r8qB3E6BAWvBopAdMU,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
c4d6929b741a9eca84f939ddf0062c0090c44a5b36e7f051139bd0ae659db9c8,28869879,2021-03-29 15:26:36+08,,t,THuc2w3T6G1s9JwafBAEAYBndpnHo7urQ7,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
94b8ca277b15bef155d83ebcaed87c7d7b6c82855df166ed0bf95d7b9bea2f16,28353856,2021-03-11 16:57:09+08,,t,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,TFoWgKBmnuEGb8PNvXRor1M8cxDACr8q16,280
b77853ea3024261e0e4da2381a66a697d6cbe5d40d3d0beb099c2f67254cc6ef,27918647,2021-02-24 13:25:51+08,,t,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,TFoWgKBmnuEGb8PNvXRor1M8cxDACr8q16,500
c6eae04327955f083be107d92965d34a96cdeb7947d2632c4ce8d81880319f16,29519653,2021-04-21 18:28:17+08,,t,TSxAgdGyjxBhCokY2tQBaszwXLsWEZ8xsW,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
685caef7f9ed916c49b6915d772f736cb1e4ed57379b439b7b1bc43430072f98,29460320,2021-04-19 16:58:26+08,,t,TYtZ9nvEoRimjpRPTJmATSiGdHx5b7AJ8q,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
8465af4c1c8eb8e1c0cd4d26fc67e878b1cf659ea77da6d501e3537b9f302d2d,28673702,1970-01-01 08:00:02+08,Genomics,f,TCaMygAo8Zk1kmrhE3Pk9Zp9N4arcc5W4G,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
9641424a528f6c99aab36de6dbe550ad7d5cdcea840c6bc4918995e3b9a5992c,28618701,2021-03-20 21:55:04+08,,t,TT6wtPFKozibp6E2GXXQWn12CewLStUowF,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
b6f05e9a3cf838f3eafb4a3987ad0e61c181c640800c50d2e126fc63ca5c01d2,28338028,2021-03-11 03:45:05+08,,t,TEPDMVAZx5L7YvJAY5cAn49RqVyzW4aFRM,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
7cd4fda0c629cdcc73c05755bac8048005370265fd62381352972164670e25b0,27425179,2021-02-07 08:33:11+08,Hodler,f,TQ5t87YsiR7beHyiZkJP5QMTa2zHUncyJU,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,10
73fe9ddbf2e2871e004e0afcd79431c267a9b91566742af9bec289f4b4b8efe7,25800672,2020-12-12 11:49:43+08,,t,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,TFoWgKBmnuEGb8PNvXRor1M8cxDACr8q16,200
ff502b20707d8b2087fc50f682bbe77c359797a55de11c1bab027bf69fc3ec00,28706176,2021-03-23 22:53:27+08,,t,TMKrmAfN2DJtK7RsvTGwU7iYFdwpWfHSA4,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
3e378ab6902bf72e3a9d4e51c975a5ad791f8fc48165be5685288aec5134276f,28494583,1970-01-01 08:00:02+08,trx111,f,TGKCevQAYHugiPunHZsusdcLbbAR9JKtsa,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
cbbc1822f091304b7485864cb725b8a67782d08e374d9bc7312c8e382fe465be,28519175,2021-03-17 10:50:49+08,,t,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,TFoWgKBmnuEGb8PNvXRor1M8cxDACr8q16,400
315dd6ced24c72198ca6a4b8a3f1911e4516bb11f48cb89f18c68f6c119c3eb7,29614587,2021-04-25 01:39:19+08,,t,TMEdT8GL8A9YBVeKPSfBvQFyLToPa9RpHr,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
741f003f4febafc0529c2cd9b6960c1175d1d07a934b70f9b46d5f1fc0192bf8,27435722,2021-02-07 17:22:23+08,InstSwap,f,TSvphLmKh7i3WjzBPuoiMmmJTkvhE2sN5T,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,700
a264b5ad6ea7e234993ac74dee9f3a151e7a4a8e88a1de748e075d33b7ead527,28494618,2021-03-16 14:21:50+08,,t,TQXHb7X6WuVUQm7nJvJzgJ2vMBTMxF4sEp,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
f25b7d054cc89be63b6c2ac4d1533b3ce00d9141133ab0a62996b9d1a9a430cd,27102106,2021-01-27 02:44:59+08,MBOXSwap,f,TMWEf9XMSTPrVbBPgGKGEbSQGpxnjc917p,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,17600
33bf250d7fb0a97818e87211b5676e265e912658bf5d5a856241ec0d31208532,29012799,2021-04-03 15:03:53+08,,t,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,TFoWgKBmnuEGb8PNvXRor1M8cxDACr8q16,500
ac05dbf1eb2fb10471d8599b118f632f1415b7e0182265e303c602835a3ff9b1,28588068,2021-03-19 20:21:54+08,Irtswap,f,TGdBjkDqioNsaukwNguDUZPiCRp869Me4u,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,18231
9e5c8e2d2fb25edf1f98c6b00f29ee895e961e429b39cde099e3c37d665f1dc6,29347114,2021-04-15 16:06:51+08,,t,TWQovq1xKATXNSFhHGDKvFfFNi7harQRuM,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
ec285a2f984d80c67d52338048b0918ee887bd848ede263f3966203dfa4a6883,29023344,2021-04-04 00:12:38+08,,t,TQyaXE418FnqEVzHRkGZmu7w3WEBsCrQLY,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
c9dd8b251dcab05496775fafe05d862166f6a243e72ae433ec7ff3183bc3653c,27693231,2021-02-16 16:43:44+08,KPLToken,f,TTx8k5GWmT6uqd91hf2fasL72CLcBTM877,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,4372
51189cc03a330469b39632d0bd2b2429fccf82fd572373e8e44f1c422c145db2,27125961,2021-01-27 22:38:34+08,GMCoin,f,TUjiSzNrnyV6t6DqTRncK37jFbheKe1QyT,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
c0689a7db45371b61dd87b1e64f9a250fbce379f3491981360ae023f98605f58,28061013,2021-03-01 12:11:54+08,TofuDefi10,f,THFqhAQjNdyZsbdC4gjsPkizuw55cXLrcw,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000777
8e307550afb38fff50ee61e7a1d28b037dc198a879eb861b3530c1e8fe22995e,28463393,1970-01-01 08:00:02+08,Genomics,f,TBsJ6rqbfZrBrZtnXYfXS8gk1HiCemDmif,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
f0aa52f3c012b63d6b69dc4dcdb472e2858c472ca2402aa2ace3cb297e36ab77,28493421,1970-01-01 08:00:02+08,Genomics,f,TNFZcSfDkUtYDasipvLKUrL5h2VaMy8gtL,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
0466bedf26d7f711a8d2d2efc89bcf5abf3e230620de5c1f490bcd9992cefdba,28519323,1970-01-01 08:00:02+08,Genomics,f,TJoxQKgcJmEbU77Pc7HJAdGxyEzsxsBfSR,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
fefaaf2b99955f471e80b2ff0a981cc88e7306c8981bc2a4f243b06054926f39,28467634,2021-03-15 15:51:16+08,PeerCash,f,TU6eFVFNj1BBgH9n1RdckdUJTkEWryeWTS,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
5e983d8196d1c9d7db6a41284c71f78a266fd2faa21f01b3f97f8d6c8b98c0af,29184331,2021-04-09 23:24:22+08,,t,TQjcXucYz1cyPjoRXQrmfj5NgAJrqpxL4A,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
c647dfa1f1c62bf820e7c95c4c939eda0bb7447661e3aba596b331a0463eded1,28723493,1970-01-01 08:00:02+08,Genomics,f,THPuWAtttJcvMhCwZQgY8A7Sg6UPcPyz19,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
13047429b862c2d39b333f5c8910db0bc49a14e63cc72d8506904aebf1a33369,28674462,1970-01-01 08:00:02+08,Genomics,f,TDv29CkdoFtg7qaTCBoVruVVoGVeZhr2VG,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
75dafad6b50f763ab27c790cfdf6b08723feea685d4621645022d5908324cd7a,28703119,1970-01-01 08:00:02+08,Genomics,f,TH2d2oq7et4ALWB9tykHWEFwPH4S8xRtwf,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
98e73bc1876bd84135945874d677587025905ab301891f807bbcd5268b9e2543,28321695,2021-03-10 14:07:57+08,IPShare,f,TJSKj6nRXWjBaLv9jKZBo1zod9HcAdGjq8,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,10
c0b6fa449b546720d3de9714f3c231916c6404c426fec120a6e90808a0411296,29520298,2021-04-21 19:00:32+08,,t,TCtNHzbs1sYpXAtB2cpCjTzjnj1a8vysAe,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
4de87b87f292c2e7b9a7bd930571f70aa6cb6661c1056816f4e75093377f8126,26741130,1970-01-01 08:00:02+08,PeerCash,f,TGp5H1XP1x7LM8XpkLKvijzonJnRL8p36W,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
6e5ea6d03c5e34785185eae7f1626d147f088f69e8e7977c84718d9d4d4e9bd4,28467747,1970-01-01 08:00:02+08,Genomics,f,TUBVKz3xtv3dYJqjbddvGGMWJSecAvK3KB,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
a05569565bc9031090ba184ec0936c24240c91297c832c7c0c6ab3e3b9a0ce74,28576297,1970-01-01 08:00:02+08,Genomics,f,TGUCGWvzFc26m87X1JBCcHbUdyCSomxa2q,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
cbff316c1d6d33596edc39897036230a30ba1e6e2074ea19b682769c3fcf551b,29614611,2021-04-25 01:40:41+08,,t,TGVbrosjpAd7C7HGjLBCyQv7eu4VKvwu5z,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
604d5aefbfdcc49378dc2f6566544eb4993deb202331798a4cd6861ce6605ccf,28693114,1970-01-01 08:00:02+08,Genomics,f,TUEasb6eqRm7a57wBNPJ7gDPQZiahfqwV4,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
3dd001139a4591600ad7f56251c6ebf4cc9ac6e7d9afb2053b445f74f076d826,25800541,2020-12-12 11:43:13+08,,t,THiZJXATW49kQjFfanD475kEUEtKvE2RqB,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,1910.514759
041c3a795ec042215836cb95cc08bd2013e5b013ce999a21907cfbbe53d10432,28214854,2021-03-06 21:00:40+08,,t,TK1kf6K4PYkYptME1v33sTwAhXbVbXU9R3,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
bd6b110848140f54d6c1dce446b53195f6200b222d80feaf4638a2651f2efb9f,26584010,2021-01-09 02:25:52+08,VCCSwap,f,TC8eCScJSjYTtLPPtABGkrxrJU77hLc7jA,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,34806
d29b0d0d6b2264aa079698020f20b62b826399c418a0bbeebf5920e2e4fcc4ae,28260302,2021-03-08 10:54:46+08,,t,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,TFoWgKBmnuEGb8PNvXRor1M8cxDACr8q16,300
eefe38e4cf83987fa4aa193f9944c220707b4e2f0d6f4e5ebac1887669db92e5,28494583,2021-03-16 14:20:06+08,TofuDefi10,f,TSzxxyXZWCqc6ZeSkyVFoRSGyoM6ubNJpN,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000777
d52b802bd6139cd696a98107d5525dbd14f48e96a8aa0e03171cee66092cb640,27107147,2021-01-27 06:57:07+08,HostKIO,f,TK2LZX7wSmXgN8AHUHwGzehfd5uqozbsh4,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,84750
e4d8ae8dcbd8e281097232094d335b61e099e5f5827379e65b3860d5cfce28ac,28562685,1970-01-01 08:00:02+08,Genomics,f,TBhUmghB4MpfkMgdvRbgiNe1SQs4xGjatB,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
b504f0ec0535c00e8f2e788bc4dd89bc64d85102c2798b37a9580ed51667b162,27207815,2021-01-30 18:57:08+08,GMCoin,f,TUjiSzNrnyV6t6DqTRncK37jFbheKe1QyT,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
4612d1e79955e38e1f80fd64f4a1b434273a22bf02a9e028c9c9c9b8e132786c,28493395,1970-01-01 08:00:02+08,Genomics,f,TGk2UATcmvW3f6AUM2raw3w4DXtwh2t7mn,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
de42ed74439390723b3403e5305f5c2b31548b6bc6f75614676844947714d7b2,26843329,2021-01-18 02:47:33+08,Balancer,f,TVAs8pJnmdahNWzubv2VWaYsWsb9KpmBEX,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,3300
d9e1fe9c6fef935e7fb724ebbc593e6a7336854f901531194b2150dcb9df466e,28580706,1970-01-01 08:00:02+08,Genomics,f,TDhkfyvTFHA2Zsn9eAmsskXr4e4mkTasR6,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
847b5219a25889bd26a88251ad19908af79267e3d525a9bcc655221093022cf0,28946043,2021-04-01 07:04:42+08,Exodus,f,TYEHUfE6mn3UDsPuAxV9s7GLgF2JFgDWTQ,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,1401.0672
4e8c4b3d08d2435549e67285f83f14b7c85ddea1c2105884fcc76694ff858268,28463709,1970-01-01 08:00:02+08,Genomics,f,TU8Ap5L15Vsk6FJYPfjp3X9bCX8LuX7Yrn,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
16ac767682d3d21bea3c2bf3849eba79f831846c71beab535a151ced0c057987,26771073,2021-01-15 14:26:01+08,UnicSwap,f,TWnvCUWX1MieK4zUkiBC1rUPsjQMkXT1d8,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,426
1745d917e0f36958b9f7b055f757f483f5f8a349e2bd0a882ac8d70dd500773b,29278457,2021-04-13 05:54:14+08,,t,TDrggNq6c1WfY9r576UCBEZovC3Z6vus56,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
0a7285a08a6249ed45083ef5eb20c255afb2b89f73619efc0a285d2983908861,28699104,1970-01-01 08:00:02+08,Genomics,f,TKhM4HrYTsJqycySY95mVXZavKDqKdUxAt,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
7a7bdc9c4df0405eacedb7e999e80d205ca9b7d625739872a674baa4ba8fe24b,26836575,2021-01-17 21:09:25+08,Aave,f,TAQ4QmZv9KXmXYH26LKarKauyrwzGteXAA,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.837741
de055fcc887cdc9fcd192d39b3a032b8dc72b7ba67aa08d2a12c832e19c975b2,28406801,2021-03-13 13:06:50+08,,t,TFYaZJFgG7KXDuSdQ1KS3hi6g13LJV7WLH,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
5471f889d2acc07fa77622e230f81034df0c3c71aa867ddd57c7b62c4fd136b2,28606626,2021-03-20 11:50:50+08,,t,TNKdpC9aZR4DGLBYqQ1cok8Joi2YQGUGP3,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
86103823016b37c11aa5903bb0e750cfcc24566dc551c721c4fe27c31f487bb1,28268328,2021-03-08 17:36:25+08,,t,TV1u5xKoXJw6XWF9fkQKQwfTFnJK6doJwe,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
33c523187830369be3de585f692c8aec5f48791a895d21ec8f66e11bf9ed1b38,28755284,2021-03-25 15:51:50+08,,t,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,TFoWgKBmnuEGb8PNvXRor1M8cxDACr8q16,500
1d555b2e2702b834208bf9adb69bc54172385dc31106f8851d73130f83daa0be,28670733,1970-01-01 08:00:02+08,Genomics,f,TXjPgp7ES7bqN9GssaEXhzXGKMWRn5AUG7,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
0ea6e64b264944e702df6931d46b34a1b1daaeef7022424ca4cec3136bda16f9,27148396,2021-01-28 17:21:31+08,InstSwap,f,TSvphLmKh7i3WjzBPuoiMmmJTkvhE2sN5T,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,700
6c87ace951dedab8b491564a3300b257b8e181daa5c054484d649a22ddc3af65,28519309,1970-01-01 08:00:02+08,Genomics,f,THESYaLKCaF6GmyDswXU3HX2SxFQbr2Agz,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
46d4cc69838dd1ed5890420948fdddfed1343494367cd25ebdfa4a7fc1156de7,29068218,2021-04-05 16:03:51+08,ABESwap,f,TXcWGPavNxJkiESRuvUCjBsCb34zBBcZ45,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,20.4
d949693829c196352e2a6bfa2345922e0baa4d2124bb774859128cd09c72ef9f,28582860,1970-01-01 08:00:02+08,Genomics,f,TST4Pn4qaak4hH2fp15zWYeiPWjrCfPNjj,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
fb20745e1830b6702bad7d40ed598abb36497a953f5fe662c451f58f1c31596c,28674696,1970-01-01 08:00:02+08,Genomics,f,TNQwzCbewbaSrzFN9xLACniVhRit3vmH1i,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
6e8af8998d3909021c4ab4c6b25518941d5d0be4faf87cba46d99345e2e9fbbe,28152283,2021-03-04 16:34:21+08,,t,TRwT81yaWbsUg21F752fdrUDeyAtS5kunX,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
e778d0a204d72dc2b3507c17823f797dc5d35fdf34ac1e17280421f2c7c36063,28466248,1970-01-01 08:00:02+08,Genomics,f,TZGq4Wmqnm4FRRkdeaUGt7zcpDojKEPdps,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
783b564cedaf323c8dc955cd2c4a9cb00e14a1dc5df784ceacc2c1e1e96f2576,28519316,1970-01-01 08:00:02+08,Genomics,f,TVWT7QGaSNCUEDBvoshAXiFqx5QmvuAGcb,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
2c171162d498bab62adcb8826155bef171d56eaf63086448316ba72e975733a9,28519302,1970-01-01 08:00:02+08,Genomics,f,THvXaAjxnXywrRHTeKcyDZJXfTLcSK2ttF,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
615fb61b301dfce2994fa353a64dd5c2570ea7923b5698dc81811c703b865b0a,28494582,2021-03-16 14:20:03+08,,t,TSi9cVuEb1ghd6pp7QPnbXQB7k7kBpfrwd,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,1899.999999
903a66d6d6cfda511c7cd93594ed382706277da1a5fb08fbf3e003d8cc30327a,28869876,2021-03-29 15:26:25+08,,t,TNqAqmHCf5VuUvbRy5DbQEb5J8RykRSetw,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
f334b4670aac2ec0a90d826502d380de3eff778e423ed65da8407a7f33d2fd35,28643438,2021-03-21 18:33:36+08,,t,TNzDxyk1dfxDPLTPck6g37x59w4yRTbuSn,TJqRY6aMvh9ae3sKy7SFcvX2PvexNZ9Cs6,0.000001
